lastName	yearOfBirth	yearOfDeath	fullName	job	location	yearPostingStart	yearPostingEnd	notes
JONES	1940		JONES, BARRIE S., L.V.O.	Deputy High Commissioner	Zambia	1993	1998	
JONES	1953		JONES, D. ALAN	Deputy High Commissioner	Tanzania	1996	2000	
JONES	1953		JONES, D. ALAN	High Commissioner	Sierra Leone	2000	2003	
JONES	1953		JONES, D. ALAN	High Commissioner	Belize	2004	2007	
JONES	1909	1992	JONES, EDGAR S., C.B.E.	Head of Finance Department	Foreign Office	1957	1968	
JONES	1831	1916	JONES, Captain HENRY M., V.C.	Minister Resident	Siam	1889	1894	
JONES	1831	1916	JONES, Captain HENRY M., V.C.	Minister Resident	Peru	1894	1898	
JONES	1942		JONES, MERVYN T.	Commercial and Economic Counsellor	Belgium	1996	1999	
JONES	1942		JONES, MERVYN T.	Counsellor and Deputy Head of Mission	Belgium	1999	2000	
JONES	1942		JONES, MERVYN T.	Governor	the Turks and Caicos Islands	2000	2002	
JONES	1973		JONES, NERYS H.	Counsellor and Deputy Head of Mission	Greece	2009	2013	
JONES	1940	1995	JONES, NOEL A.S.	Ambassador	Kazakhstan	1993	1995	
JONES	1961		JONES, PETER E.	Economic and Commercial Counsellor	Italy	2002	2007	
JONES	1961		JONES, PETER E.	Director	Migration			
JONES	1961		JONES, PETER E.	Director	Migration		2011	
JONES	1961		JONES, PETER E.	High Commissioner	Ghana	2011	2014	
JONES	1961		JONES, PETER E.	Director, Defence and International Security, Foreign and Commonwealth Office		2014	2017	
JONES	1961		JONES, PETER E.	Chief Operating Officer	Foreign and Commonwealth Office	2017		
JONES	1919	2006	JONES, RAYMOND E.	Deputy High Commissioner	Australia	1967	1971	
JONES	1919	2006	JONES, RAYMOND E.	Consul-General	Genoa	1976	1979	
JONES	1935		JONES, RAYMOND F., O.B.E.	High Commissioner	Solomon Islands	1991	1995	
JONES	1962		JONES, RICHARD H.F.	Ambassador	Albania	2003	2006	
JONES	1962		JONES, RICHARD H.F.	Consul-General	Basra	2007	2008	
JONES	1962		JONES, RICHARD H.F.	Counsellor (Political)	U.K. Delegation to the European Union	2008	2011	
JONES	1962		JONES, RICHARD H.F.	Ambassador	Switzerland	2012		
JONES	1962		JONES, TIMOTHY A.	Consul-General	Lille	2006	2008	
JONES	1926		JONES, WILFRED, C.M.G.	Deputy High Commissioner	Malawi	1975	1977	
JONES	1926		JONES, WILFRED, C.M.G.	Head of Nationality and Treaty Department	Foreign and Commonwealth Office	1979	1981	
JONES	1926		JONES, WILFRED, C.M.G.	High Commissioner	Botswana	1981	1986	
JONES-BRYDGES	1764	1847	JONES-BRYDGES, Rt. Hon. Sir HARFORD, Bt.	Envoy	Persia	1807	1811	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Head of European Community (External) Department	Foreign and Commonwealth Office	1989	1993	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Minister	Spain	1993	1996	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Deputy Political Director	Foreign and Commonwealth Office	1996	1997	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Director, European Union, Foreign and Commonwealth Office		1997	1998	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Political Director	Foreign and Commonwealth Office	1998	2001	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Permanent Representative	N.A.T.O.	2001	2003	
JONES PARRY	1947		JONES PARRY, SIR EMYR, G.C.M.G.	Permanent Representative to the United Nations Organization	New York	2003	2007	
JOPSON	1898	1957	JOPSON, SIR R. KEITH, K.C.M.G., O.B.E.	Director, Foreign Division, Department of Overseas Trade		1939	1940	
JOPSON	1898	1957	JOPSON, SIR R. KEITH, K.C.M.G., O.B.E.	Commercial Counsellor	U.S.A.	1941	1945	
JOPSON	1898	1957	JOPSON, SIR R. KEITH, K.C.M.G., O.B.E.	Ambassador	Colombia	1953	1955	
JOPSON	1898	1957	JOPSON, SIR R. KEITH, K.C.M.G., O.B.E.	Ambassador	Uruguay	1955	1957	
JORDAN	1852	1925	JORDAN, Rt. Hon. SIR JOHN N., G.C.M.G., G.C.I.E., K.C.B.	Consul-General/Minister Resident	Korea	1896	1906	
JORDAN	1852	1925	JORDAN, Rt. Hon. SIR JOHN N., G.C.M.G., G.C.I.E., K.C.B.	Minister	China	1906	1920	
JORDAN	1894	19	JORDAN, STANLEY R.	Commercial Counsellor	Turkey	1940	1943	
JORDAN	1894	19	JORDAN, STANLEY R.	Minister	Saudi Arabia	1943	1945	
JOSHI	1969		JOSHI, BHARAT S.	High Commissioner	Cameroon	2009	2013	
JOSHI	1969		JOSHI, BHARAT S.	Deputy High Commissioner	India	2013		
JOY	1936	2013	JOY, A. ANTHONY	Inspector		1985	1986	
JOY	1936	2013	JOY, A. ANTHONY	Counsellor (Finance and Administration), High Commission, India		1986	1990	
JOY	1936	2013	JOY, A. ANTHONY	Consul-General	Vancouver	1990	1993	
JOY	1936	2013	JOY, A. ANTHONY	Consul-General	Rio de Janeiro	1993	1995	
JOY	1932		JOY, DAVID, C.B.E.	Counsellor and Head of Chancery, Embassy	Poland	1978	1982	
JOY	1932		JOY, DAVID, C.B.E.	Counsellor	Argentina	1982	1984	
JOY	1932		JOY, DAVID, C.B.E.	Head of Mexico and Central American Department	Foreign and Commonwealth Office	1984	1987	
JOY	1932		JOY, DAVID, C.B.E.	Ambassador	Honduras and El Salvador	1987	1989	
JOY	1932		JOY, DAVID, C.B.E.	Consul-General	Barcelona	1989	1992	
JOY	1916	1993	JOY, MICHAEL G.L., C.M.G., M.C.	Counsellor and Head of Chancery, Embassy	Ethiopia	1959	1962	
JOY	1916	1993	JOY, MICHAEL G.L., C.M.G., M.C.	Counsellor and Head of Chancery, Embassy	Sweden	1962	1964	
JOY	1963		JOY, RUPERT H.N.	Head of South American Department	Foreign and Commonwealth Office	2005	2008	
JOY	1963		JOY, RUPERT H.N.	Ambassador	Uzbekistan	2009	2012	
JOYCE	1894	1982	JOYCE, ALEC H., C.I.E., C.B.E.	Head of Information Department	Commonwealth Relations Office	1948	1954	
JOYCE			JOYCE, LUCY R., O.B.E.	Head of North American Department	Foreign and Commonwealth Office	2013	2015	
JOYCE			JOYCE, LUCY R., O.B.E.	Ambassador	Moldova	2016		
JUDD	1909	1983	JUDD, JOHN B.T.	Head of Commonwealth Liaison Department	Foreign Office	1951	1953	
JUDD	1909	1983	JUDD, JOHN B.T.	Consul-General	Basra	1957	1961	
JUDD	1909	1983	JUDD, JOHN B.T.	Consul-General			1964	
JUPP	1919	1989	JUPP, CLIFFORD N., C.M.G.	Commercial Counsellor	Yugoslavia	1963	1966	
KARIUKI	1971		KARIUKI, JAMES	Counsellor (Political, Economic and Public Affairs), Embassy	U.S.A.	2012	2016	
KARIUKI	1971		KARIUKI, JAMES	 Director, Diplomacy 20:20, Foreign and Commonwealth Office		2016	2016	
KAY	1930		KAY, JOLYON C.	Economic Counsellor	Saudi Arabia	1974	1977	
KAY	1930		KAY, JOLYON C.	Consul-General	Casablanca	1977	1980	
KAY	1930		KAY, JOLYON C.	Counsellor (Scientific), Embassy	France	1980	1981	
KAY	1930		KAY, JOLYON C.	Commercial Counsellor	France	1981	1984	
KAY	1930		KAY, JOLYON C.	Consul-General	Dubai	1985	1990	
KAY	1958		KAY, SIR NICHOLAS P., K.C.M.G.	Counsellor and Deputy Head of Mission	Spain	2002	2006	
KAY	1958		KAY, SIR NICHOLAS P., K.C.M.G.	Ambassador	Democratic Republic of Congo	2007	2010	
KAY	1958		KAY, SIR NICHOLAS P., K.C.M.G.	Ambassador	Sudan	2010	2012	
KAY	1958		KAY, SIR NICHOLAS P., K.C.M.G.	Director, Africa, Foreign and Commonwealth Office		2012	2013	
KAY	1958		KAY, SIR NICHOLAS P., K.C.M.G.	Ambassador	Afghanistan	2017	2017	
KAY	1888	1978	KAY, SYDNEY E., C.B.E.	Consul-General	Lourenco Marques	1933	1939	
KAY	1888	1978	KAY, SYDNEY E., C.B.E.	Consul-General	Milan	1939	1940	
KAY	1888	1978	KAY, SYDNEY E., C.B.E.	Commercial Counsellor	Portugal	1940	1942	
KAY	1888	1978	KAY, SYDNEY E., C.B.E.	Consul-General	Marseilles	1944	1948	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Deputy High Commissioner	Trinidad and Tobago	1978	1981	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Counsellor and Head of Chancery, Embassy	Iraq	1987	1990	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Commercial Counsellor	France	1990	1995	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Head of Aviation and Maritime Department	Foreign and Commonwealth Office	1995	1997	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Consul-General	Jerusalem	1997	2001	
KEALY	1944		KEALY, ROBIN A., C.M.G.	Ambassador	Tunisia	2002	2004	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Head of European Economic Organizations Department	Foreign Office	1963	1965	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Commercial Counsellor	Switzerland	1965	1968	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Minister (Commercial)	Australia	1968	1971	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Minister	Australia	1971	1971	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Economic and Commercial)		1971	1973	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Ambassador	German Democratic Republic	1974	1976	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Deputy Under-Secretary for Foreign and Commonwealth Affairs and Chief Clerk		1976	1978	
KEEBLE	1922	2008	KEEBLE, SIR H.B. CURTIS, G.C.M.G.	Ambassador	U.S.S.R.	1978	1982	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Head of Defence and Western Department	Commonwealth Relations Office	1959	1960	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Deputy High Commissioner	Ghana	1960	1963	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Head of Economic General Department	Commonwealth Relations Office	1963	1966	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Minister (Commercial)	Argentina	1966	1967	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Minister	Spain	1969	1971	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Head of United Nations (Economic and Social) Department	Foreign and Commonwealth Office	1971	1972	
KEEBLE	1918	1994	KEEBLE, THOMAS W.	Head of United Nations Department	Foreign and Commonwealth Office	1972	1974	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Counsellor and Deputy Head of Mission	Czech Republic	1998	2002	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Head of China and Hong Kong Department	Foreign and Commonwealth Office	2003	2004	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Head of Far Eastern Group	Foreign and Commonwealth Office	2004	2007	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Ambassador	Georgia	2007	2010	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Minister	Russia	2010	2014	
KEEFE	1958		KEEFE, DENIS E.P.P., C.M.G.	Ambassador	Serbia	2014	2014	
KEELING	1885	1975	KEELING, EDWARD A.	Counsellor, Embassy	Brazil	1931	1932	
KEELING	1885	1975	KEELING, EDWARD A.	Minister	Venezuela	1932	1936	
KEELING	1885	1975	KEELING, EDWARD A.	Consul-General	Tangier	1936	1939	
KEENE			KEENE, WILLIAM, M.V.O.	Consul-General	Genoa	1900	1918	
KELLAS	1915	2007	KELLAS, ARTHUR R.H., C.M.G.	Counsellor, Embassy	Iran	1958	1962	
KELLAS	1915	2007	KELLAS, ARTHUR R.H., C.M.G.	Counsellor, Embassy and Head of Chancery, Israel		1964	1965	
KELLAS	1915	2007	KELLAS, ARTHUR R.H., C.M.G.	Ambassador	Nepal	1966	1970	
KELLAS	1915	2007	KELLAS, ARTHUR R.H., C.M.G.	Ambassador	South Yemen	1970	1972	
KELLAS	1915	2007	KELLAS, ARTHUR R.H., C.M.G.	High Commissioner	Tanzania	1973	1974	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Counsellor	Egypt	1934	1937	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Minister	Egypt	1937	1938	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Head of the Egyptian Department	Foreign Office	1938	1940	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Minister	Switzerland	1940	1942	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Ambassador	Argentina	1942	1946	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Ambassador	Turkey	1946	1949	
KELLY	1891	1959	KELLY, SIR DAVID V., G.C.M.G., M.C.	Ambassador	U.S.S.R.	1949	1951	
KELLY	1949		KELLY, IAIN C.M.	Ambassador	Belarus	1999	2003	
KELLY	1949		KELLY, IAIN C.M.	Ambassador	Uzbekistan	2007	2009	
KELLY	1938		KELLY, PATRICIA M., M.B.E.	Consul-General	Rio de Janeiro	1990	1993	
KELLY	1938		KELLY, PATRICIA M., M.B.E.	Consul-General	Naples	1993	1997	
KEMBALL	1899	1969	KEMBALL, CHRISTOPHER G., C.M.G., C.V.O.	Head of Consular Department	Foreign Office	1948	1956	
KEMBALL	1899	1969	KEMBALL, CHRISTOPHER G., C.M.G., C.V.O.	Consul-General	Amsterdam	1956	1960	
KEMP			KEMP, ALISON	Ambassador	Montenegro	2017	2017	
KEMP	1883	1949	KEMP, SIR KENNETH M.	Legal Adviser	India Office	1938	1948	
KEMP	1883	1949	KEMP, SIR KENNETH M.	Legal Adviser	Colonial and Dominions Offices	1947	1948	
KEMP	1916	1996	KEMP, OLIVER, C.M.G., O.B.E.	Ambassador	Togo	1962	1965	
KEMP	1916	1996	KEMP, OLIVER, C.M.G., O.B.E.	Deputy Head	U.K. Delegation to the European Communities (Luxemburg)	1965	1967	
KEMP	1916	1996	KEMP, OLIVER, C.M.G., O.B.E.	Ambassador	Mongolia	1967	1968	
KENDALL			KENDALL, SIMON	Consul-General	Munich	2008	2010	
KENNARD	1878	1955	KENNARD, SIR HOWARD W., G.C.M.G., C.V.O.	Counsellor, Embassy	Italy	1919		
KENNARD	1878	1955	KENNARD, SIR HOWARD W., G.C.M.G., C.V.O.	Minister	Yugoslavia	1925	1929	
KENNARD	1878	1955	KENNARD, SIR HOWARD W., G.C.M.G., C.V.O.	Minister	Sweden	1929	1931	
KENNARD	1878	1955	KENNARD, SIR HOWARD W., G.C.M.G., C.V.O.	Minister	Switzerland	1931	1935	
KENNARD	1878	1955	KENNARD, SIR HOWARD W., G.C.M.G., C.V.O.	Ambassador	Poland	1935	1941	
KENNEDY	1831	1908	KENNEDY, SIR CHARLES M., K.C.M.G., C.B.	Senior Clerk, Commercial and Sanitary Department, Foreign Office		1872	1894	
KENNEDY	1926	2016	KENNEDY, SIR FRANCIS, K.C.M.G., C.B.E.	Consul-General	Atlanta	1973	1978	
KENNEDY	1926	2016	KENNEDY, SIR FRANCIS, K.C.M.G., C.B.E.	Counsellor	Nigeria	1978	1979	
KENNEDY	1926	2016	KENNEDY, SIR FRANCIS, K.C.M.G., C.B.E.	Minister	Nigeria	1979	1981	
KENNEDY	1926	2016	KENNEDY, SIR FRANCIS, K.C.M.G., C.B.E.	Ambassador	Angola	1981	1983	
KENNEDY	1926	2016	KENNEDY, SIR FRANCIS, K.C.M.G., C.B.E.	Consul-General	New York	1983	1986	
KENNEDY	1917	1997	KENNEDY, HORAS T., O.B.E.	Commercial Counsellor	Poland	1967	1970	
KENNEDY	1917	1997	KENNEDY, HORAS T., O.B.E.	Consul-General	Barcelona	1971	1973	
KENNEDY			KENNEDY, JOHN (17_-1845)	Secretary of Legation	Two Sicilies	1832	1844	
KENNEDY			KENNEDY, JOHN (17_-1845)	Secretary of Legation	U.S.A.	1844	1845	
KENNEDY	1836	1912	KENNEDY, SIR JOHN G., K.C.M.G.	Secretary of Legation	Japan	1878	1881	
KENNEDY	1836	1912	KENNEDY, SIR JOHN G., K.C.M.G.	Secretary of Embassy	Russia	1881	1885	
KENNEDY	1836	1912	KENNEDY, SIR JOHN G., K.C.M.G.	Secretary of Embassy	Italy	1885	1888	
KENNEDY	1836	1912	KENNEDY, SIR JOHN G., K.C.M.G.	Minister Resident	Chile	1888	1897	
KENNEDY	1836	1912	KENNEDY, SIR JOHN G., K.C.M.G.	Minister	Romania	1897	1905	
KENNEDY	1851	1936	KENNEDY, SIR ROBERT J., K.C.M.G.	Secretary of Legation	Persia	1888	1893	
KENNEDY	1851	1936	KENNEDY, SIR ROBERT J., K.C.M.G.	Minister	Montenegro	1893	1906	
KENNEDY	1851	1936	KENNEDY, SIR ROBERT J., K.C.M.G.	Minister Resident/Minister	Uruguay	1906	1912	
KENNEDY	1957		KENNEDY, THOMAS J., L.V.O.	Consul-General	Bordeaux	2002	2006	
KENNEDY	1957		KENNEDY, THOMAS J., L.V.O.	Ambassador	Costa Rica and Nicaragua	2006	2011	
KENT	1966		KENT, MARK A.G.	Ambassador	Vietnam	2007	2010	
KENT	1966		KENT, MARK A.G.	Ambassador	Thailand and Laos	2012	2015	
KENT	1966		KENT, MARK A.G.	Ambassador	Argentina	2016	2016	
KENYON	1939		KENYON, IAN R.	Head of Nuclear Energy Department	Foreign and Commonwealth Office	1983	1986	
KENYON	1939		KENYON, IAN R.	Inspector		1986	1988	
KENYON	1939		KENYON, IAN R.	Deputy Leader	U.K. Delegation to the Disarmament Conference	1988	1993	
KER	1913	1984	KER, K.R. WELBORE, C.B.E.	Consul-General	Hanover	1961	1964	
KER	1913	1984	KER, K.R. WELBORE, C.B.E.	Counsellor, Embassy	Portugal	1967	1969	
KER	1913	1984	KER, K.R. WELBORE, C.B.E.	Consul-General Cape Town		1970	1973	
KERMODE	1898	1960	KERMODE, SIR DERMOT W., K.C.M.G.	Ambassador	Indonesia	1950	1953	
KERMODE	1898	1960	KERMODE, SIR DERMOT W., K.C.M.G.	Ambassador	Czechoslovakia	1953	1955	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Counsellor	Egypt	1923	1925	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Minister	Central American Republics	1925	1928	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Minister	Chile	1928	1930	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Minister	Sweden	1931	1935	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Ambassador	Iraq	1935	1938	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Ambassador	China	1938	1942	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Ambassador	U.S.S.R.	1942	1946	
KERR	1882	1951	KERR, Rt. Hon. SIR ARCHIBALD J.K. CLARK, G.C.M.G. (later 1st LORD INVERCHAPEL)	Ambasssador	U.S.A.	1946	1948	
KERR	1930	1998	KERR, DESMOND M., O.B.E.	Deputy High Commissioner	Bangladesh	1976	1979	
KERR	1930	1998	KERR, DESMOND M., O.B.E.	High Commissioner	Swaziland	1979	1983	
KERR	1930	1998	KERR, DESMOND M., O.B.E.	Head of Claims Department	Foreign and Commonwealth Office	1983	1987	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Principal Private Secretary	Chancellor of the Exchequer	1981	1984	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Counsellor and Head of Chancery, Embassy	U.S.A.	1984	1987	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Assistant Under-Secretary for Foreign and Commonwealth Affairs (European Community)		1987	1990	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Permanent Representative	European Union	1990	1995	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Ambassador	U.S.A.	1995	1997	
KERR	1942		KERR, SIR JOHN O., G.C.M.G. (later LORD KERR OF KINLOCHARD)	Permanent Under-Secretary for Foreign and Commonwealth Affairs		1997	2002	
KERSHAW	1958		KERSHAW, ROGER	Deputy High Commissioner	Nigeria	2000	2001	
KEY			KEY, ANDREW J.T.	Ambassador	Macedonia	2007	2010	
KEY			KEY, ANDREW J.T.	Minister	China	2012	2015	
KEY	1917	1976	KEY, EDWARD E., M.V.O.	Consul-General	Tangier	1972	1974	
KEY	1917	1976	KEY, EDWARD E., M.V.O.	Consul-General	Jerusalem	1974	1976	
KEYSER	1878	1955	KEYSER, LIONEL E.	Consul-General	Zurich	1924	1930	
KEYSER	1878	1955	KEYSER, LIONEL E.	Consul-General	Rotterdam	1930	1933	
KEYSER	1878	1955	KEYSER, LIONEL E.	Consul-General	Marseilles	1934	1937	
KIDD	1957		KIDD, JOHN C.W. (MATTHEW), C.M.G.	Counsellor ( Political), Embassy	Germany	1998	2001	
KIDD	1957		KIDD, JOHN C.W. (MATTHEW), C.M.G.	Head of Whitehall Liaison Department	Foreign and Commonwealth Office	2001	2004	
KIDD	1957		KIDD, JOHN C.W. (MATTHEW), C.M.G.	Deputy Permanent Representative	N.A.T.O.	2004	2008	
KIDD	1957		KIDD, JOHN C.W. (MATTHEW), C.M.G.	High Commissioner	Cyprus	2010	2014	
KIDD	1957		KIDD, JOHN C.W. (MATTHEW), C.M.G.	High Commissioner	Cyprus	2016	2018	
KIDSTON	1873	1954	KIDSTON, GEORGE J., C.M.G.	Secretary of Legation	Denmark	1914	1914	
KIDSTON	1873	1954	KIDSTON, GEORGE J., C.M.G.	Secretary of Legation	Belgium	1914	1915	
KIDSTON	1873	1954	KIDSTON, GEORGE J., C.M.G.	Head of the Eastern Department	Foreign Office	1919	1920	
KIDSTON	1873	1954	KIDSTON, GEORGE J., C.M.G.	Minister	Finland	1920	1921	
KILLEARN	1880	1964	KILLEARN, Rt. Hon. MILES, 1st LORD, G.C.M.G., C.B., M.V.O.	Head of the Central Department	Foreign Office	1922	1926	
KILLEARN	1880	1964	KILLEARN, Rt. Hon. MILES, 1st LORD, G.C.M.G., C.B., M.V.O.	Minister	China	1926	1934	
KILLEARN	1880	1964	KILLEARN, Rt. Hon. MILES, 1st LORD, G.C.M.G., C.B., M.V.O.	High Commissioner/Ambassador	Egypt	1934	1936	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.	Counsellor and Head of Chancery, Embassy	U.S.A.	1963	1968	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.					
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.				1970	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Defence	Intelligence and Planning)	1970	1971	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.	Ambassador	U.S.S.R.	1971	1973	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Europe)		19731975	19731975	
KILLICK	1919	2004	KILLICK, SIR JOHN E., G.C.M.G.	Permanent Representative	N.A.T.O.	1975	1979	
KILLICK	1916	1998	KILLICK, PAUL V. ST.J., O.B.E.	Consul-General	Tangier	1970	1971	
KILLICK	1916	1998	KILLICK, PAUL V. ST.J., O.B.E.	Ambassador	Dominican Republic	1972	1975	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Assistant Secretary	Dominions Office		1946	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Official Secretary	Australia	1946	1950	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Head of Trade Development Department	Commonwealth Relations Office	1950	1952	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Deputy High Commissioner	India	1952	1953	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Head of South Asian and Middle East Department	Commonwealth Relations Office	1954	1955	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Head of Defence Department	Commonwealth Relations Office	1955	1956	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Counsellor, Embassy	Ireland	1956	1960	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Head of United Nations Department	Commonwealth Relations Office	1960	1962	
KIMBER	1906	1978	KIMBER, GURTH, C.M.G.	Deputy High Commissioner	Australia	1962	1965	
KIMBERLEY			KIMBERLEY					
KINCHEN	1948		KINCHEN, RICHARD, M.V.O.	Head of Resource Planning Department	Foreign and Commonwealth Office	1997	2000	
KINCHEN	1948		KINCHEN, RICHARD, M.V.O.	Ambassador	Lebanon	2000	2003	
KINCHEN	1948		KINCHEN, RICHARD, M.V.O.	Ambassador	Belgium	2003	2007	
KING	1896	1956	KING, ALFRED H., C.B.E.	Consul-General	Hamburg	1945	1948	
KING	1896	1956	KING, ALFRED H., C.B.E.	Consul-General	Buenos Aires	1952	1956	
KING	1889	1966	KING, SIR ARTHUR H.W., K.B.E.	Consul-General	Lisbon	1940	1944	
KING	1889	1966	KING, SIR ARTHUR H.W., K.B.E.	Commercial Counsellor	Argentina	1944	1946	
KING	1889	1966	KING, SIR ARTHUR H.W., K.B.E.	Minister (Commercial)	Brazil	1946	1951	
KING	1912	1981	KING, CECIL E., C.M.G.	Head of Permanent Under-Secretary’s Department	Foreign Office	1952	1953	
KING	1912	1981	KING, CECIL E., C.M.G.	Inspector		1953	1956	
KING	1912	1981	KING, CECIL E., C.M.G.	Consul-General	Hamburg	1956	1961	
KING	1912	1981	KING, CECIL E., C.M.G.	Ambassador	Cameroun	1961	1963	
KING	1912	1981	KING, CECIL E., C.M.G.	Minister (Trusteeship Affairs), United Nations Organization, New York		1963	1965	
KING	1912	1981	KING, CECIL E., C.M.G.	Assistant Under-Secretary for Foreign Affairs (Information and Culture)		1965	1967	
KING	1912	1981	KING, CECIL E., C.M.G.	Ambassador	Lebanon	1967	1970	
KING	1919	2003	KING, HILARY W., C.B.E.	Commercial Counsellor	U.S.S.R.	1959	1962	
KING	1919	2003	KING, HILARY W., C.B.E.	Ambassador	Guinea	1962	1965	
KING	1919	2003	KING, HILARY W., C.B.E.	Counsellor, Embassy	Poland	1966	1968	
KING	1919	2003	KING, HILARY W., C.B.E.	Head of United Nations (Economic and Social) Department	Foreign and Commonwealth Office	1968	1971	
KING	1919	2003	KING, HILARY W., C.B.E.	Consul-General	Hamburg	1971	1974	
KING	1964		KING, SIR JULIAN B., K.C.V.O., C.M.G.	Counsellor and Head of Chancery, U.K. Delation to the United Nations Organization, New York		2003	2004	
KING	1964		KING, SIR JULIAN B., K.C.V.O., C.M.G.	Permanent Representative	European Union Political and Security Committee and Western European Union	2004	2007	
KING	1964		KING, SIR JULIAN B., K.C.V.O., C.M.G.	Chef du Cabinet	European Union Trade Commissioner	2008	2009	
